word,creole_word,creole_name
"to attend, to be present (at)","asisté,atandé",St. Lucia
to attack,"ataké,blotjé anlè,bouwé anlè",St. Lucia
"to assure,sure, certain,surely, certainly",asiwé,St. Lucia
"to assist, to give support, to help","asisté,édé",St. Lucia
"to assemble, to meet (together), to get together","asanblé,ansanblé",St. Lucia
to arrest,awété,St. Lucia
"to arm,armed",amé,St. Lucia
to argue,"chikannen,aché chikann",St. Lucia
to approve,apwouvé,St. Lucia
to approach someone threateningly,maché anlè,St. Lucia
to approach,apwoché,St. Lucia
to appreciate,apwésyé,St. Lucia
to appoint,apwenté,St. Lucia
to apply candle wax or tallow (on an iron),swifé,St. Lucia
"to appear,opp","pawèt,dispawèt",St. Lucia
"to appear, to seem, to look like, to resemble","sanm,gadé kon",St. Lucia
"to answer, to respond,opp","wéponn,mandé,mandé,wéponn tèt,fè défans",St. Lucia
"to annoy, to bother, to worry, to disturb, to unnerve, to make nervous","chagwinen,anbété,anmèwdé,annèwvé,annèwvé,chaché kont,distwé,distwé",St. Lucia
"to annoy, to bother, to disturb,annoyed, bothered, disturbed","distwé,anbété,anmèwdé,annèwvé,chagwinen,twakasé,anbété,anmèwdé,annèwvé,chagwinen,twakasé",St. Lucia
"to annoy, to bother, to disturb, to worry, to unnerve, to make nervous, to make angry,bothered, worried, nervous","annèwvé,annòvé,anbété,anmèwdé,chaché kont,chagwinen,distwé,anbété,anmèwdé,chagwinen,distwé",St. Lucia
"to annoy, to bother, to disturb, to unnerve","anbété,anmèwdé,annèwvé,annèwvé,chaché kont,chagwinen,distwé,distwé",St. Lucia
"to annoy, to bother, to disturb","anmèwdé,anbété,annèwvé,annèwvé,chaché kont,chagwinen,distwé,distwé",St. Lucia
to amuse,anmizé,St. Lucia
"to amaze, to surprise, to astonish, to astound,surprised","sipwi,bédji,étonnen,sézi,soté,bédji,étonnen,sézi",St. Lucia
to aim at,vizé,St. Lucia
to affect (usually with a negative connotation),afèkté,St. Lucia
to advance,avansé,St. Lucia
"to adore, to worship",adowé,St. Lucia
to adopt,adòpté,St. Lucia
to admire,admiwé,St. Lucia
to address,adwésé,St. Lucia
to achieve,atjivé,St. Lucia
to accuse,"akizé,atjizé",St. Lucia
to accomplish,akonpli,St. Lucia
to accept,"aksèpté,asèpté",St. Lucia
to abuse,abizé,St. Lucia
"to abort (used of animals),to fall prematurely (said of fruit),description of fruit that falls to the ground before it is mature,opp","avòté,matwité",St. Lucia
to abolish,aboli,St. Lucia
to abandon,"abandonnen,anbandonnen,bandonnen",St. Lucia
"title,title, right,surname","tit,adan tit,vyé tit",St. Lucia
"tired, weary",las,St. Lucia
"tin, small can",tin,St. Lucia
"time, occasion","fwa,kou",St. Lucia
"time, occasion","kou,fwa,pwan kou,fèt,pwan plas,pwan plas",St. Lucia
"time, hour,time, occasion,when,if","lè,kon,kon,a lè,ki lè",St. Lucia
time,"tan,an menm di tan,ki tan,tan lontan,lontan,lontan",St. Lucia
tight,jis,St. Lucia
tiger,"tig,chat tig",St. Lucia
thyme,"diten,ti diten,gwo diten,ti diten,diten",St. Lucia
Thursday,Jédi,St. Lucia
thunder,loway,St. Lucia
throat,"gòj,anba gòj,vyélon",St. Lucia
three,twa,St. Lucia
thread,"fil,gwo fil bouden,ti fil bouden",St. Lucia
thousand,mil,St. Lucia
"thought, mind",katjil,St. Lucia
"though, although, despite, in spite of","dwé,magwé",St. Lucia
"though, although, despite, in spite of","magwé,dwé",St. Lucia
thorn,"pikan,pikan kouzen",St. Lucia
"this, that","sala,sa'a,sé sala",St. Lucia
thirty,twant,St. Lucia
thirteen,twèz,St. Lucia
thirsty,swèf,St. Lucia
third,twazyenm,St. Lucia
third,tyè,St. Lucia
"thing,opp","bagay,ba'ay,bagaj,chòz,bagay sal,on bagay,anyen,anyen,kéchòy",St. Lucia
thing,"chòz,bagay",St. Lucia
"thin,opp","fin,gwa,gwo",St. Lucia
"thin,opp","mens,épé",St. Lucia
thimble,dé,St. Lucia
thigh,tjwis,St. Lucia
"thief,unproductive, harmful vine,to steal, to rob","vòlè,fè vòl,fè vòl",St. Lucia
"thick,opp","épé,mens",St. Lucia
thermos,flas,St. Lucia
"there,then","la,la menm apwézan,la apwézan,la menm,la apwézan",St. Lucia
the village of Pierrot,Pyéwo,St. Lucia
the village of Dennery,Dennwi,St. Lucia
the village of Augier,Ojé,St. Lucia
the ugly one,lalèd,St. Lucia
"the stage in maturity of a dasheen, yam, etc., when it is still soft and tasty",kolan,St. Lucia
the same to you,pawèyman,St. Lucia
the rib of a coconut frond,tich,St. Lucia
"the rest, remainder","lèwèstan,lèstan",St. Lucia
"the part of the roots of a tree above the ground, stump",chous,St. Lucia
the game of cricket,"krikèt,bol,bol",St. Lucia
the faculty of speech,"lapawòl,lapawòli",St. Lucia
the day before yesterday,avanzyè,St. Lucia
the Bible,"Labib,Bib",St. Lucia
the,"-a,-an,-la,-lan",St. Lucia
the,li,St. Lucia
thank you,mèsi,St. Lucia
testimony,"témwenyaj,témwennaj",St. Lucia
terrible,téwib,St. Lucia
tent,tant,St. Lucia
"ten,tenth","dis,di",St. Lucia
temptation,tantasyon,St. Lucia
"temple, side of head",tanp,St. Lucia
telephone,téléfòn,St. Lucia
team,tim,St. Lucia
teacher,titja,St. Lucia
"tea,breakfast,to eat breakfast","dité,dité bwadenn,dité chin,dité kako,chikola,dité kannèl,dité péyi",St. Lucia
tax,"taks,lenpo",St. Lucia
"tattler, talebearer, gossip (in reference to a woman)",visyèz,St. Lucia
"taste,sense of style",gou,St. Lucia
tarantula,matoutou,St. Lucia
tape measure,tép,St. Lucia
tambourine,tanbouwen,St. Lucia
tamarind (Tamarindus),"tanmawen,tanmawen fwans",St. Lucia
"tall, high,opp","ho,ba,kout",St. Lucia
talent,talan,St. Lucia
tailor,tayè,St. Lucia
tail,"latjé,latjé wat",St. Lucia
table cloth,"tapi,tapi tab,tapi tab,tapi",St. Lucia
table,"tab,a tab",St. Lucia
sword,sab,St. Lucia
"swollen, bumpy, puffy",bousolé,St. Lucia
swing,"swing,balanswin,pwan swing",St. Lucia
"swindler, crook","bòbòlis,malis",St. Lucia
"swelling, bumps",bousòl,St. Lucia
"sweetness, pleasantness",dousè,St. Lucia
sweetened rice,kirou,St. Lucia
"sweet,opp","dou,anmè,si",St. Lucia
"sweat, perspiration",laswè,St. Lucia
swarm,désyen,St. Lucia
swampy or soft muddy area fed by a fresh water spring,lagon,St. Lucia
swallow,gòjé,St. Lucia
"sustenance, substance",sistans,St. Lucia
suspenders,bwitèl,St. Lucia
surveyor,apantè,St. Lucia
support,sipò,St. Lucia
"supernatural trick,to grimace, to make faces, to gesticulate,to manipulate the supernatural in order to do evil","jès,fè jès,fè maji,gwiyen,fè maji,gwiyen",St. Lucia
Sunday,"Dimanch,Dimanch Déwanmo",St. Lucia
"sun,opp,opp,west,opp,sundown,opp,opp,east,opp,sunrise, sunup","sòlèy,sòlèy kouchan,sòlèy lévé,sòlèy kouché,sòlèy lévé,sòlèy lévan,sòlèy lévé,sòlèy lévan,sòlèy kouché,sòlèy lévé,sòlèy kouché,sòlèy kouchan,sòlèy kouché",St. Lucia
summons,asinasyon,St. Lucia
"sulphur, sulphur springs",souf,St. Lucia
sugar cane,"kann,fann kann,fè djip,fè lapousyè,fè lapousyè,fè zéklè,kwazé bwa,kwazé wazyé,pwan an bwa,pwan lavòl,fè fann kann,chaché,fè kwazé bwa,fè kwazé wazyé,fè pwan an bwa,fè pwan lavòl,kouwi dèyè,kann fè,kann wiban",St. Lucia
sugar,"sik,sik an dan",St. Lucia
suffering,soufwans,St. Lucia
"suddenly, all of a sudden, unexpectedly",sibit,St. Lucia
"suddenly, all of a sudden",sibitman,St. Lucia
such and such an amount (deliberately vague),tan,St. Lucia
styrofoam,flo,St. Lucia
"stupid, foolish (in reference to a woman)","bèt,kouyon",St. Lucia
"stunned, giddy, dazed","bazoudi,kagou,toudi,toudi",St. Lucia
"stuck, caught,to get stuck,to take root,to perch","pwi,fè wasin,fè wasin,pwi an pwi an kò,lévé dèyè,pwi dèyè,pwi dèyè,lévé dèyè,pwi an pwi an kò",St. Lucia
"stubborn, troublesome","antété,anbétan,anmèwdan",St. Lucia
"strongbox, place to keep valuables",kòfò,St. Lucia
"strong, stronger, strongest",majò,St. Lucia
string,"fisèl,fisèl péché",St. Lucia
"strengthening, nutritious, fortifying",fòtifiyan,St. Lucia
"strength, force,opp","kouway,?kouwaj,fòs,fèblès",St. Lucia
street,"lawi,fanm lawi,djanmèt,djanmèt,fanm konmen,fanm vyé lavi",St. Lucia
stream,wavin,St. Lucia
"stranger, foreigner",étwanjé,St. Lucia
"strange, funny","dwòl,étwanj",St. Lucia
strange,"étwanj,dwòl",St. Lucia
"stone used for sharpening, whetstone",mèl,St. Lucia
stone,"pyè,pyè dous,pyè loway",St. Lucia
stocking,ba,St. Lucia
stinker,santè,St. Lucia
stingy,chis,St. Lucia
stinger,"pik,pik léfan",St. Lucia
sticky sap,lagli,St. Lucia
stick,baton,St. Lucia
stewed green papaya or christophene,gwaten,St. Lucia
stew,bouyon,St. Lucia
stethoscope,sonn,St. Lucia
"step, stair",mach,St. Lucia
step,"pa,fo pa,pa lapòt",St. Lucia
stem,tak,St. Lucia
"steam, vapor",vapè,St. Lucia
statue,èstati,St. Lucia
"starch (found naturally in foods),starch (used for ironing)",mouchas,St. Lucia
starch,lanmidon,St. Lucia
star apple (Chrysophyllum Cainito),"bwi,bwi kaymik",St. Lucia
star,"étwal,étwal filé",St. Lucia
standpipe,"sitenn,tèt sitenn",St. Lucia
"stale, mouldy,opp","wasi,fwé,fwé",St. Lucia
"stake, picket,wicket (in a cricket game)","pitjèt,pitjèt fè",St. Lucia
"stairway, stairs",lèskalyé,St. Lucia
stain,tach,St. Lucia
stable,létjiwi,St. Lucia
St. Vincent,Sévésan,St. Lucia
St. Lucian parrot (Amazona versicolor),jako,St. Lucia
St. Lucia oriole,kawouj,St. Lucia
St. Lucia,Sent Lisi,St. Lucia
"squid, inkfish",chès,St. Lucia
"square,lot, piece of land, house spot,to square off, to prepare to fight","kawé,kouché pawad,kanf kawé,kawé tè",St. Lucia
spur,zépon,St. Lucia
sprout,wichton,St. Lucia
spring,"sous,chous",St. Lucia
"spotted, speckled, freckled",takté,St. Lucia
sport,spò,St. Lucia
spoon,"tjwiyè,tjouyè",St. Lucia
spleen,lawat,St. Lucia
"spirit,intelligence, cleverness, shrewdness, cunning, wiles","lèspwi,èspwi,lifon,Lèspwi Bondyé,Lisentèspwi,ni lèspwi,visyé,vyé lèspwi,mové lam,mové lam,nanj Satan",St. Lucia
spinach,zépina,St. Lucia
spider,zagwiyen,St. Lucia
spice,zépis,St. Lucia
speechless,épawlab,St. Lucia
"speech, utterance, what one says","pawòl,mo pawòl",St. Lucia
Spanish,Spanyòl,St. Lucia
span from hand to hand with outstretched arms used as a measure for buying rope,bwas,St. Lucia
soursop (Annona muricata),kòsòl,St. Lucia
"sour,opp","si,dou",St. Lucia
"soul, spirit,witch, practitioner of black magic or obeah,person who practices evil","lam,vyé lam,dévagondé,jan gajé,mové lam,dévagondé,mové lam,mové lam",St. Lucia
sorrel,lozèy,St. Lucia
"sore, wound",bobo,St. Lucia
sore that doesn't heal,malenng,St. Lucia
"soon, very soon","touswit,talè",St. Lucia
"soon, shortly, in a little while","talè,touswit,talè-a",St. Lucia
song,"chanson,chanté,chanté",St. Lucia
"son, boy","gason,tibway",St. Lucia
son-in-law,bofis,St. Lucia
"sometimes, occasionally","délè,adélè,andélè,lé délè,tanzantan,tjèk fwa,lé délè,délè",St. Lucia
"sometimes, occasionally","tanzantan,délè,tjèk fwa",St. Lucia
something,"kéchòz,kéchòy",St. Lucia
someone with a bad reputation,bouwo,St. Lucia
"someone who wanders aimlessly, loafer, someone who is unproductive","dwivayèz,vakabon,vakabon",St. Lucia
"some, certain",adan,St. Lucia
"some, certain",tjèk,St. Lucia
"some, a little bit, a few","tak,ti miyèt,ti miyèt,ti tak,ti tak,tibwen,tizing",St. Lucia
"some, a few,much, many, very, quite","dé,Ou kwè sé dé?,pa dé",St. Lucia
"some, a few",déotwa,St. Lucia
"somber, sad,opp","sonm,an lapenn,twis,djé,kontan,kontan",St. Lucia
soldier,sòlda,St. Lucia
"soft,opp","mòl,wèd,wèd",St. Lucia
soft (in reference to dry foods),mwézi,St. Lucia
sock,"choson,chonson,sonson",St. Lucia
soap,"savon,savon nèt",St. Lucia
soaking,antwanp,St. Lucia
"so, so much, to such an extent","afòs,afò,fòs",St. Lucia
"so, so much, to such an extent","tèlman,osi,otan,otan,si tèlman,si tèlman,tèlman",St. Lucia
so so,"pyanmpyanm,pasab,ti miyèt,ti miyèt,ti mòso,ti tak,tibwen,tizing",St. Lucia
so and so,entèl,St. Lucia
snow,lannèj,St. Lucia
"snare, trap",pliyan,St. Lucia
snail,kalmason,St. Lucia
snack,"kolasyon,soutni",St. Lucia
snack,"soutni,kolasyon",St. Lucia
"smooth,opp","lis,wid",St. Lucia
smoked herring,hawansò,St. Lucia
"smoke, haze,cigarette","lafimé,lafimen",St. Lucia
"smell, odour, scent","lòdè,pwan lòdè",St. Lucia
"smartness, shrewdness, slyness, cunning","lifon,lèspwi",St. Lucia
"small round net used to catch flying fish,net on the end of a long stick, used to pick fruit without it falling to the ground and getting damaged",kali,St. Lucia
"small intestine,bosom, guts,a type of vine with prickles on it",boyo,St. Lucia
small fishing net,filèt,St. Lucia
"small change, a small amount of money in coins",kapa,St. Lucia
"sly, cunning, crafty",malen,St. Lucia
"slope, slant","panchan,pant,an panchan",St. Lucia
"slope, slant","pant,panchan",St. Lucia
slip,"jipon,dimi jipon",St. Lucia
"slide, slip",glisad,St. Lucia
sleep,sonmèy,St. Lucia
sledgehammer,mas,St. Lucia
slavery,"èslavaj,èslavay",St. Lucia
"slaughterhouse, a place where an animal is killed and butchered and the meat is sold","hal,lahal,labatwa",St. Lucia
slap,"souflé,palaviwé,palaviwé,palaviwé",St. Lucia
slap,tap,St. Lucia
"sky,heaven","syèl,wéyòm Bondyé,wéyòm Bondyé",St. Lucia
"sky, air",lézè,St. Lucia
skirt,jip,St. Lucia
"skinny, thin,opp","mèg,gwa,gwòs",St. Lucia
"skin,bark (of a tree)","lapo,tjilas,tjilas,fè lapo,lapo zyé",St. Lucia
skill,ladwès,St. Lucia
"size, breadth, width",lajè,St. Lucia
"size, amount, measure,a lot of, so much, so many,so","mizi,an chay,an pil,anbadjo,kantité,konmen,otan,tibwen,an chay,an pil,anbadjo,kantité,otan,an mizi an mizi,piti an piti,an mizi...an mizi,ki mizi,ki kantité,ki otan",St. Lucia
size,gwòsè,St. Lucia
sixteen,sèz,St. Lucia
six,"sis,si",St. Lucia
situation,sitiwasyon,St. Lucia
"sitting room, living room",lasal,St. Lucia
"sister,opp","sésé,sè,fwè",St. Lucia
sister-in-law,bèlsè,St. Lucia
sister,"sè,sésé",St. Lucia
sisal,lapit,St. Lucia
"sinner, transgressor",péchè,St. Lucia
"singer (in reference to woman), choir",chantwèl,St. Lucia
singer,chantè,St. Lucia
"since,whenever, as soon as,if, since, as long as,from,since, ever since",dépi,St. Lucia
simple,senp,St. Lucia
"similar, like",pawèy,St. Lucia
silver,dajan,St. Lucia
"silly, lacking sense","ennitil,palé ennitil,palé papicho",St. Lucia
silk,swa,St. Lucia
"silence,quiet, silent",silans,St. Lucia
sign,"sin,fè sin anlè,fè sin asou,sin a kwa",St. Lucia
"sifter for cassava flour,sea fan",lébiché,St. Lucia
"sideburn, sidewhisker",favowi,St. Lucia
"side,half of a pair (of shoes, socks, etc.),house, place,wherever","koté,bò,fasad,sayd,bò,fasad,sayd,a koté,asou koté,apa,ki koté,ko,ki bò",St. Lucia
"side,by, alongside, beside, near, next to,opp,to,about, approximately, around","bò,alafen di,apipwé,avèwdi,fasad,koté,owon,sayd,vèò,fasad,koté,sayd,lwen,alafen di,apipwé,avèwdi,owon,vèò,ki bò,ki koté",St. Lucia
side,"fasad,bò,bò,koté,koté,sayd",St. Lucia
side,"sayd,bò,bò,fasad,koté,koté",St. Lucia
sickness in roosters,kalkanda,St. Lucia
sickle,"hanswa,hansouwa",St. Lucia
"shy, timid",koutja,St. Lucia
"shovel, spade",pèl,St. Lucia
shoulder,zépòl,St. Lucia
"short,opp","kout,ho,lonng",St. Lucia
"shop, store, supermarket","magazen,boutik",St. Lucia
"shop, store, boutique, supermarket","boutik,magazen",St. Lucia
"shoot, sprout of banana, yam, dasheen, tanya, etc",koko,St. Lucia
shoemaker,kòdonnyé,St. Lucia
shoe,soulyé,St. Lucia
"shock, wonder",sézisman,St. Lucia
shirt,chimiz,St. Lucia
ship,"batiman,bato,patjé",St. Lucia
ship,"bato,batiman,patjé",St. Lucia
shiny,"ankléwant,?kléwan",St. Lucia
shepherd,"bèwjé,gadyenn mouton",St. Lucia
"shelter, shed, lean-to","chéd,chéd fig",St. Lucia
"shell (of a coconut, almond, etc.)",zékal,St. Lucia
shelf,létajè,St. Lucia
sheep,mouton,St. Lucia
"shavings, filings","mouli,mouli bwa",St. Lucia
"share, portion,pile, heap","lo,pil,pil",St. Lucia
shame,"honté,hontèz",St. Lucia
"shade, shadow",lonbwaj,St. Lucia
shaddock (Citrus grandis),chadèt,St. Lucia
"sewing,seam",kouti,St. Lucia
several,"plizyè,konmen",St. Lucia
seventh,sètyenm,St. Lucia
seven,sèt,St. Lucia
"set square, used in carpentry,park, plaza, enclosed garden in the middle of town","skwè,létjè,létjè,asou skwè",St. Lucia
servant,"sèvant,sòvant",St. Lucia
"serpent, snake",sèpan,St. Lucia
serious,sèwiyé,St. Lucia
sergeant,sèjan,St. Lucia
sentence tag,on,St. Lucia
"sensitive, touchy",sisèptid,St. Lucia
sensitive,sansib,St. Lucia
sense,"sans,syans",St. Lucia
seine net,senn,St. Lucia
"seer, witch, practitioner of obeah, obeah man","tjenbwatè,divinè,gadè,jan gajé,maji nwè",St. Lucia
"seer, practitioner of obeah","divinè,gadè,jan gajé,tjenbwatè",St. Lucia
"seer, practitioner of obeah","gadè,divinè,jan gajé,tjenbwatè",St. Lucia
"seed,testicle","gwenn,gwenn bannann,gwenn fig,gwenn légliz,gwenn makanbou,gwenn pwa dou,gwenn zyé,koko zyé",St. Lucia
"secretly, in secret","ankachèt,an séwan,an sigwé,anba fèy,mété ankachèt,séwé",St. Lucia
secretive,"séwan,an séwan,an sigwé,anba fèy,ankachèt",St. Lucia
secretary,sigwétè,St. Lucia
secret,"sigwé,an sigwé,an séwan,anba fèy,ankachèt",St. Lucia
secondly,dézyenman,St. Lucia
"second-rate, lesser quality items",pachpach,St. Lucia
second person singular pronoun,"ou,'w",St. Lucia
second (time),kadè,St. Lucia
second,dézyenm,St. Lucia
seaweed,wawèt,St. Lucia
season,sézon,St. Lucia
seamstress,"koutwiyèz,koutiyèz",St. Lucia
screw,vis,St. Lucia
"screen, sieve, sifter",tanmi,St. Lucia
scraper used to clean out the inside of a calabash,"gwat,gwat kwi",St. Lucia
scorpion,èskoupyon,St. Lucia
scissors,sizo,St. Lucia
school (of fish),tach,St. Lucia
school,lékòl,St. Lucia
scar,"mak,mak pyé",St. Lucia
scale appearing on one's skin,"kay,kway,kay pwéson",St. Lucia
"scabies, mange",gal,St. Lucia
scab,lakout,St. Lucia
saviour,sovè,St. Lucia
"saucepan, frying pan, cooking pot","pann,pann a fwi",St. Lucia
sauce,sòs,St. Lucia
Saturday,Sanmdi,St. Lucia
satisfaction,satisfaksyon,St. Lucia
"Satan, the Devil","Satan,Denmou",St. Lucia
"sandal,domino term: a set of consecutive games unbroken by defeat",sapat,St. Lucia
sand fly,moustik,St. Lucia
sand,sab,St. Lucia
"same,own,intensifier modifying a noun or pronoun,even","menm,menm kon,mòd kon,menm si",St. Lucia
"salvation,opp","salvasyon,danmnasyon",St. Lucia
saltfish,lanmowi,St. Lucia
salt,sèl,St. Lucia
"saliva, spit, spittle",kwacha,St. Lucia
sale,lavant,St. Lucia
sale,vant,St. Lucia
salary,salè,St. Lucia
salad,salad,St. Lucia
saint,sen,St. Lucia
sailor,matlo,St. Lucia
safety pin,"zépenng,zépenng ti tèt",St. Lucia
"sadness,opp","twistès,lakontantman",St. Lucia
saddle,sèl,St. Lucia
"sad,opp","twis,an lapenn,sonm,djé,kontan,kontan",St. Lucia
sacrifice,sakwifis,St. Lucia
rust,lawouj,St. Lucia
"running, on the run,in competition, in contention",alakous,St. Lucia
rum,wonm,St. Lucia
"rule, reign, control",kondwit,St. Lucia
rudeness,hadyès,St. Lucia
rude,hadi,St. Lucia
rudder,gouvènay,St. Lucia
"rubbish, trash,nonsense, foolishness, stupidness","kochonni,kouyontwi,maji,zòdi,zòdi,bétiz,kouyontwi,maji,papicho",St. Lucia
row,wan,St. Lucia
"route, way",lawout,St. Lucia
round,"won,fè won,lanmen won",St. Lucia
"rough,opp","wid,lis",St. Lucia
"rotten,to rot",pouwi,St. Lucia
"rosary beads,rosary prayer",chaplé,St. Lucia
"rooted, well-grounded",wasiné,St. Lucia
root,"wasin,fè wasin,pwi,pwi",St. Lucia
"room, space","lè,fè lè,tjilé,vansé",St. Lucia
roof,"fétay,féto,tèt kay",St. Lucia
"Roman Catholic,Roman Catholic",Katolik,St. Lucia
"roll, spool",woulo,St. Lucia
"rock, stone",wòch,St. Lucia
robe worn by Catholic priest,siltann,St. Lucia
roadworks,"twavo,chèf twavo",St. Lucia
"road, highway, way,to make ready, to get ready,to go one's own way","chimen,fè chimen,gwan chimen,pwan chimen,ti chimen",St. Lucia
river crab,bak,St. Lucia
"river basin, deep part of a river or sea",basen,St. Lucia
river,"lawivyè,la'ivyè,lawouvyè,lòvyè,lawivyè gwo",St. Lucia
rival for a man's attention,konbòs,St. Lucia
risk,wis,St. Lucia
"ripe, ready to eat,opp","mi,vèt",St. Lucia
ripe bananas falling off hand,dégwennen,St. Lucia
"riotously, in a riotous, confusing manner",anpagal,St. Lucia
ring,bag,St. Lucia
righteousness,ladwati,St. Lucia
"right side out,opp","landwèt,lanvè",St. Lucia
right,"dwa,lotowité,pouvwa,an dwa",St. Lucia
ridicule,"chalbawi,ladjé chalbawi dèyè,pwan sèvi papicho,pwan sèvi widitjil,pwan sèvi wizib",St. Lucia
ridicule,"widitjil,papicho,wizib,pwan sèvi widitjil,ladjé chalbawi dèyè,pwan sèvi papicho",St. Lucia
ridicule,"wizib,papicho,widitjil,pwan sèvi wizib,ladjé chalbawi dèyè,pwan sèvi papicho",St. Lucia
"riches, wealth",wichès,St. Lucia
"rich,opp","wich,alèz,alèz,byennéwé,éwé,ja fè'y,ja wivé,fonn,fonn,maléwé,maléwé,pòv",St. Lucia
"rich, prosperous, wealthy,opp","byennéwé,alèz,alèz,éwé,ja fè'y,wich,maléwé,pòv",St. Lucia
"rich person,opp","wicha,maléwé,maléwé",St. Lucia
rice,diwi,St. Lucia
ribbon,wiban,St. Lucia
rib,kòt,St. Lucia
"revolver, pistol",wivòlva,St. Lucia
revolution,"wévolisyon,wévolousyon",St. Lucia
revenge,wivanj,St. Lucia
revelation,wévélasyon,St. Lucia
"return, returning","déviwan,viwan",St. Lucia
retreat,witwèt,St. Lucia
retarded person,"dèkdèk,enfim an tèt,goché an tèt",St. Lucia
resurrection,wézèwèksyon,St. Lucia
rest,pòz,St. Lucia
rest,"wipo,bay wipo,kité an wipo,kité bat mizè,kité an wipo,bay wipo",St. Lucia
responsible,wèskonsab,St. Lucia
responsibility,wèskonsabilité,St. Lucia
respect,wèspé,St. Lucia
"resident,to reside, to live","wézidan,wèsté,wèsté",St. Lucia
reservoir,lézavwa,St. Lucia
reproach,wipwòch,St. Lucia
"report, news report",wapò,St. Lucia
repentance,wépantisman,St. Lucia
religious,wilizyèz,St. Lucia
"religion, denomination",wilizyon,St. Lucia
"relief, solace, comfort",soulajman,St. Lucia
relations,wilasyon,St. Lucia
regularly,wèglé,St. Lucia
registry,ogwèf,St. Lucia
registration,wéjistwasyon,St. Lucia
refrigerator,fridj,St. Lucia
reef,kay,St. Lucia
reed,jon,St. Lucia
red cedar,akajou,St. Lucia
red,wouj,St. Lucia
receipt,wisi,St. Lucia
"rebel,to rebel",wébèl,St. Lucia
reasonable,wézonnab,St. Lucia
"reason,opp","wézon,bay wézon,ni wézon,lèwè,ni tò,vòlè wézon",St. Lucia
"realm, kingdom","wéyòm,wéyòm Bondyé,syèl,syèl",St. Lucia
"really, truly","vwéman,véwitabman",St. Lucia
"really, truly",wéyèlman,St. Lucia
real,wéyèl,St. Lucia
razor blade,wazwè,St. Lucia
"ray, skate",wé,St. Lucia
"raw, open (in reference to a wound)",ovif,St. Lucia
raw,kwi,St. Lucia
rat,wat,St. Lucia
"rash, itching",gwatèl,St. Lucia
rash,bouton,St. Lucia
"rarely, seldom,opp","wa,dwi,souvan",St. Lucia
ram,bélyé,St. Lucia
raise,hosman,St. Lucia
"rainy season,opp","livènaj,kawenm",St. Lucia
rainbow,lakansyèl,St. Lucia
rain,lapli,St. Lucia
rag,hanyon,St. Lucia
rafter,chivon,St. Lucia
"race,route, course",kous,St. Lucia
"race,family, kind of people",was,St. Lucia
rabbit,lapen,St. Lucia
"quite, very","tou,tou dwèt",St. Lucia
"quietly, slowly, calmly,opp","dousman,vit,vitman",St. Lucia
quick,vif,St. Lucia
"question,opp","kwèsyon,tjèsyon,wépons",St. Lucia
queen triggerfish (Balistes vetula),bous,St. Lucia
queen,wenn,St. Lucia
"quarter,quarter of an hour, fifteen minutes","ka,kad",St. Lucia
quart,kòt,St. Lucia
"quarrel, argument","chikann,aché kankan,dézagwéman,kankan,libenn,aché chikann,aché kankan,aché twen",St. Lucia
"quadrille, a traditional St. Lucian dance",kòdwil,St. Lucia
push,pousad,St. Lucia
pus,"limè,limyè,matyè",St. Lucia
pus,"matyè,limè",St. Lucia
"purse, pouch, money bag",patjit,St. Lucia
"purge, cooling taken by women after giving birth",tizann,St. Lucia
purge,mètsin,St. Lucia
pure,pi,St. Lucia
punishment,pinisyon,St. Lucia
pumpkin,"jòmou,janmou,jonmon,jonmou",St. Lucia
"pumice, hardened volcanic ash",tif,St. Lucia
pulse,pou,St. Lucia
publication,piblikasyon,St. Lucia
public,piblik,St. Lucia
pubic louse,mòpyon,St. Lucia
provision,"potjiwasyon,pwovizyon",St. Lucia
provision,"pwovizyon,povizyon,potjiwasyon,fè pwovizyon,fè ganm,pwépawé",St. Lucia
"prostitute,prostitution","djanmèt,fanm konmen,fanm lawi,fanm vyé lavi,fanm konmen,fanm lawi,fanm vyé lavi",St. Lucia
"prosperous, wealthy,opp","éwé,alèz,alèz,byennéwé,ja fè'y,ja wivé,wich,maléwé,pòv",St. Lucia
prophet,"pwofèt,pofèt",St. Lucia
property,popyétè,St. Lucia
project,pwojé,St. Lucia
progressive aspect marker,ka,St. Lucia
progress,"pwogwé,pogwé",St. Lucia
"profit, gain, benefit","pwofi,pofi",St. Lucia
profession (of faith),"pwofèsyon,pofèsyon",St. Lucia
"profanity, swearing, curse word",mo,St. Lucia
"problem, trouble","twaka,pas,pwòblenm",St. Lucia
problem,"pwòblenm,pòblenm,pas,twaka",St. Lucia
privilege,pwivilaj,St. Lucia
prisoner,"pwizonnyé,pwizonnè",St. Lucia
"prison, jail","pwizon,kalabous,lajòl",St. Lucia
principle,pwensip,St. Lucia
princess,"pwennsès,lapwennsès",St. Lucia
prince,pwens,St. Lucia
priest,"labé,pè,pwèt",St. Lucia
priest,"pè,labé,pwèt,pè nwè",St. Lucia
priest,"pwèt,labé,pè",St. Lucia
pride,"kwéyans,logèy,lògèy",St. Lucia
pride,"lògèy,logèy,kwéyans",St. Lucia
price,pwi,St. Lucia
press for making cassava flour,lapwès,St. Lucia
president,pwézidan,St. Lucia
presently,pwézantman,St. Lucia
presence,pwézans,St. Lucia
