word,creole_word,creole_name
"another word for no. some use ""nor"" in their text.", nor,Nigeria
Sex, norlute,Nigeria
Smoking Indian Hemp, nosh,Nigeria
No problems!, nothin de pa,Nigeria
I'm absolutely fine, nothing do me,Nigeria
1. I've got your back. 2. There's nothing wrong with you., nothing do you,Nigeria
Short form of Nsuka a place in Enugu state Nigeria. , nsk,Nigeria
1.nigerian television authority 2. gossiper, nta,Nigeria
Intelligencecommon sense, number six,Nigeria
Showing offposing, nyanga,Nigeria
to have sex., nyash am,Nigeria
plastic bag. The kind usually given customers in super markets after good have been bought, nylon,Nigeria
Now your suffering continue. A homonymn for National youth service corps   , nysc,Nigeria
Something has happeneda bank alert has come through , obago,Nigeria
mobile tailor who mends clothes. , obioma,Nigeria
OBJ-Olusengu ObasanjoNigerian Army general and former President of Nigeria. , obj,Nigeria
Used to describe a male person always after anything in skirt ...juvenileyoungoldfineugly..., obo le wu,Nigeria
Use to describe traveling abroad. espcially Canada where all the amenities are readily available, obodo matress,Nigeria
meat in food, obstacle,Nigeria
A very stupid personan imbecile, odoyo,Nigeria
Men who delight in fornicating with very very young girls., oduimitete.,Nigeria
Policeman or member of some law enforcement body, officer,Nigeria
To tell everyone about a person's secret, ofofo,Nigeria
Ofofonobs is a word which means gossip for the noblesOfofo (gossip)... Nobs (nobles), ofofonobs,Nigeria
Ofor is the south street slang for phones., ofor,Nigeria
"Boss,master", oga,Nigeria
this means mister man, oga ade,Nigeria
Word for witch or evil spirit., ogbanje,Nigeria
A kind of fabric sack used by Market women for safe keeping of their sales proceeds which they us..., ogbene.,Nigeria
"this is a yoruba word for ""MR.""", ogbeni,Nigeria
something amazing, ogbongeh,Nigeria
Man or friend, oh boy,Nigeria
White person (man/woman), oibo,Nigeria
Cannabis , oja ,Nigeria
Big mug used in drinking beer or tombo(palm wine), ojongo,Nigeria
To cheatusually by manipulating the outcome of a certain event. , ojoro,Nigeria
Someone that uses glasses, ojugo,Nigeria
masquerades, ojuju,Nigeria
Motor cycle see:machine, okada,Nigeria
also okoroman. An Igbo person., okoro,Nigeria
Name for a lustfulflirty girl. A pert girl. A wanton girl, okpeke,Nigeria
A female who sleeps with men for cash. They are usually seen on roadsides mainly at night., okpo,Nigeria
A market that sells used items e.g clothingshoes etc, okrika wake up ,Nigeria
liar, olairewaju,Nigeria
see olairewaju, olaitan,Nigeria
older women who dress much younger than their ages. women who try to appear young by using too mu..., old mama youngie,Nigeria
A thiefarmed robber, ole,Nigeria
Extreme enjoyment.  Partying.  Having a good time., olingo,Nigeria
a very dull person, olodo,Nigeria
police officer, olokpa,Nigeria
my wife or my sweetheart, oloomi,Nigeria
criminal, oloshi,Nigeria
A standard cunny Prostitute., olosho,Nigeria
Fake items especially documents, oluwole,Nigeria
Armed robber., omila.,Nigeria
A man or a buddy., omo,Nigeria
a word of Yoruba origin meaning Ibos or Ibo people, omo igbo,Nigeria
Since morning i just the the work you think say me i no the tire, omo me i don tire abeg o,Nigeria
Used by yoruba people to refer to igbo people. See omo igbo, omo nna,Nigeria
Nigeria most popular brand of detergent. Now used to refer to all forms and brand of detergents, omo®,Nigeria
"Slang used to any Fine/Pretty/Cute Girl/Lady/Woman...\""Female\"" Basically.", omoge,Nigeria
"Pronoun word for ""this"" or ""that""you referring to someone or something", omoh,Nigeria
This is another name for baby., omomo,Nigeria
An exclamationused to show somebody is surprised or shocked, omor,Nigeria
"an unusualusually not lovelyfeeling,attitude or manner", one kyne,Nigeria
a way of saying on - describing when an event will happen. , ontop of,Nigeria
Thief, onye oshi,Nigeria
sweet chicks, opeke,Nigeria
a very lean/slim person, openlenge,Nigeria
black magicwitch craft, opia,Nigeria
an albino. usually considered derogatory, opulopulo,Nigeria
1. A host or creator of a party 2. Someone who is know for helping people out, organizer,Nigeria
also spelled ORIJO. Compare to PIRE. An original CDusually an audio CD. This one has a complete..., origo,Nigeria
OriginalAuthenthicGenuineNon-fake, orijo,Nigeria
Assortment. Assorted things., orishi rishi,Nigeria
extra things added to spice up a meal, orishi-rishi,Nigeria
Fairly used clothes or second handed clothes, orkrika,Nigeria
a big/fat person, orobo,Nigeria
orobofat person, orosby,Nigeria
osaro, osaro,Nigeria
Thank you oooh, oshe ooh,Nigeria
1. To show off. (Also See Shakara), oshelengen,Nigeria
Means Girl, oshere,Nigeria
An enemy/ hater. Of yoruba origin, ota,Nigeria
Girl, otepu,Nigeria
Usually used to refer to youth corpers especially the fresh ones still in camp., otondo,Nigeria
Fetish (see juju), otumokpo,Nigeria
excessively do something, over do,Nigeria
it means for one to be overbearing, over sabi,Nigeria
Used to describe a know-it-all or his behaviour, oversabi,Nigeria
over ambitious, overzee,Nigeria
 A state in which you are Flat broke, owu,Nigeria
This is a type of knackingthat involves a man to position like Spiderman to knack energetic and..., oxlade,Nigeria
lets get it on or its on, oya,Nigeria
1. Let\'s go 2.It\'s Time. , oya na,Nigeria
aircondition or cool environment/air, oye,Nigeria
Means that you are a White man or you are not nigerian or a black person with lighter skin  , oyibo,Nigeria
white people, oyinbo,Nigeria
1. An expatriate or foreigner who is generally considered as having an untrained palate for eatin..., oyinbo pepper,Nigeria
On Your Own, oyo,Nigeria
1. Good times  2. Jollification 3. Welcoming someone coming from a journey, oyoyo,Nigeria
when something make sense , ozenge benge,Nigeria
father Pronounced: Par-leh, pa le,Nigeria
A dust panshovel like utensil where dust is swept into for removal, packer,Nigeria
Broken biscuit mixed with milk and sugar into a paste. Popularized by Adesoye Colege Students., paco,Nigeria
a friend, paddy,Nigeria
means problem, palava,Nigeria
Serious form of problem or trouble that one may find difficult to be free., palaver,Nigeria
The male parent that gave birth to you., pale,Nigeria
Parent's (Father and Mother), pale and male,Nigeria
My head is getting high, palikelecolo,Nigeria
The word was use by upcoming artiste zkyboi which means my head is heading high , palikelecolu,Nigeria
daddy, palle,Nigeria
palm winewhich is an alcoholic drink which consists of mainly the sap from palm trees. Right wh..., pami,Nigeria
a popular pain relieverwhich is a white tablet. there is also panadol extrawhich is stronger., panadol,Nigeria
Makeup, pancake,Nigeria
Flat buttomhaving no flesh and bony, pancake yash,Nigeria
Mkpamkpankụ the masquerader/maradaurer of slaves, panku,Nigeria
Fathergrandfather, papa,Nigeria
To get angry, para,Nigeria
To hitch a ride.       It could also mean a freeloader., para /pa-ah-ra/,Nigeria
alcohol, paraga,Nigeria
Name for father, parle,Nigeria
activity, parol,Nigeria
1. Movement 2. Man/woman one is seeing or intends to see, paroles,Nigeria
A talkative, parrot,Nigeria
the way passenger is pronounced., passenja,Nigeria
1. to a complete degree or to the full or entire extent, patapata,Nigeria
"jibbrish,rubbish", paw,Nigeria
To cheat someone by chorp his money that was given to you to give him. exampleyou were given 35..., pdp,Nigeria
"A variation of the Pidgin English phrase ""cut out"" often used to refer to a hurried escape.", peel out,Nigeria
to die., pemee,Nigeria
A finesexymodel lookingfigure 8 girl, peperepe,Nigeria
It is a phrase that means to impress or arrive with swagger, pepper dem,Nigeria
meaning there is a lot of money or I have gotten a lot of money pepper means money , pepper don rest,Nigeria
lack of Money, pepper no rest,Nigeria
A very spicy soup consisting of mainly goatcow or chicken intestine., pepper soup,Nigeria
best friend, personal person,Nigeria
person, pesin,Nigeria
someone who\'s acting like a fool or someone who doesn\'t belong to the inner circle , pharisee,Nigeria
To ask someone to be quietkeep still or  keep calm., phem,Nigeria
1. To speak in a tone that is observes all of the phonics rules., phoné,Nigeria
Means go away, piante,Nigeria
Run away swiftly. , pick race,Nigeria
An infant or a little baby., pickin,Nigeria
Pidgin english is are words at are opposite to english language., pidgin,Nigeria
This word means child, pikin,Nigeria
people, pipo,Nigeria
pronounced (PIE-RAY). This is a pirated CDusually an audio CD. This is much cheaper and availab..., pire,Nigeria
Nick name for peter, piroro,Nigeria
To pass liquid waste from your body, piss,Nigeria
1. This word is used to describe something disgustingprobably semi liquid. 2. Mud, pito pito,Nigeria
Derogatory term often used refer to sexual intercourse., pkoki pkoki,Nigeria
Worthlessbumlike character, pkoti,Nigeria
a large generatorwhich usually supplies electricity to a big building., plant,Nigeria
1. (Warri slang) meaning to shut up or keep quiet.. It can also mean dont work or to forgive some..., plaster,Nigeria
1. A lotabundant, plenti plenti,Nigeria
Getting into someone else\'s business, poke nose,Nigeria
Cow skinthis is usually prominent form of meat for poor people, pomo,Nigeria
Running tap / Faucet, pomp,Nigeria
means fine girl or chick , pomshele,Nigeria
when someone looks fresh or well kept, popori,Nigeria
father see:fadapapa, popsi,Nigeria
Referring to one own's father., popsy,Nigeria
meaning food not well cooked or mixing food ingredients the wrong way., porti,Nigeria
Hissing..To Hiss, poshey,Nigeria
Muddirty watermuddy or murky sanded water, poto-poto,Nigeria
pounded yam, poundi,Nigeria
To check out a place or something, pour eye,Nigeria
leave quicklyescape, pra,Nigeria
To have sexual intercourse, prack,Nigeria
To bargain or to haggle, prais,Nigeria
President or chairman of a group, presido,Nigeria
To fondle, press,Nigeria
the privat part of a male. penis, prick,Nigeria
Means: Prison Jail House Arestlock up with criminals, prizin,Nigeria
This is a term used to describe foodusually junk food like cookiessodainstant noodles given..., provision,Nigeria
popular bread-like snack made from dough. It is usually little round balls.  , puff puff,Nigeria
A woman's vigina, puna,Nigeria
Simply means old man, pupse,Nigeria
Don't feel right, pure,Nigeria
locally sold packets of drinking wateralso used to ask for a tip, pure watar,Nigeria
Diarrhea , purge,Nigeria
Vagina, pussy,Nigeria
Problems or headache, quams,Nigeria
troubleproblem, quanta,Nigeria
1. Switch off, quench,Nigeria
quickly, quick quick,Nigeria
"It means "" What! "" 
When you heard something wrong or bad. it is a form of exclamation", qwyan,Nigeria
disrespect, raina,Nigeria
1. Empty boasting 2. Venting, rake,Nigeria
1. unsophisticatedlocal, raz,Nigeria
untidyroughdirty and bad looking, razz,Nigeria
Arrivecome to, reach,Nigeria
When someone is popular or when something is in vogue or trendy., reign,Nigeria
To relax or cool down. Become less tense or anxious., relass,Nigeria
To talk or to communicate , relate,Nigeria
1. Nearlyalmost, remain small,Nigeria
To control person with Voodoo, remote control,Nigeria
Any flashy car is referred to as ride., ride,Nigeria
Remove, rimuv,Nigeria
The sounds a girl makes in bed, ringtone,Nigeria
A term used as a prefix to so many other words like for example a roadside doctor would mean a qu..., roadside,Nigeria
a balm which is rubbed on the skin surface to take away pains. sometimes ignorant people may use ..., robb,Nigeria
Julius georgey girl frend, rodah,Nigeria
to MoveWalkor go away, roll,Nigeria
to make things happen especially when you come out successful or to be in total control. A good w..., run things,Nigeria
means: Dealor businessor prostitution depending on context., runs,Nigeria
In the process of wooing a girlsee: toast, runz,Nigeria
A high class prostitute. A runz girl does not stand in the streets to get customers. , runz girl,Nigeria
S.M.B (senior man on board) is an afropop singer from benue state, s.m.b,Nigeria
to know something or someone, sabi,Nigeria
someone who behaves as if he/she knows everything. someone who is too forward., sabi sabi,Nigeria
A female know it all., sabina,Nigeria
A male know it all... , sabinus,Nigeria
A homosexual male., sagba,Nigeria
An exclamation mostly used by Calabar people, sai,Nigeria
runto run ( to scamper), sakoro,Nigeria
1. (Warri Slang) Meaning get lost you r not needed. Fuck off., sakpa,Nigeria
Never, sam sam,Nigeria
sandsandya lot of sand, sand-sand,Nigeria
prison, sanko,Nigeria
Another name for Ogogoro, sapele water,Nigeria
also called south africa, sauthi,Nigeria
1. BoozeLiquorAny alchoholic Drink (name) 2. get Drunk (verb), sayo,Nigeria
A day for survivors of domestic violence to celebrate their liberation from abuse., scarniversary ,Nigeria
Usually used to refer to men who practice traditional/herbal sects, science man,Nigeria
"barbaric,destroyed", scrap,Nigeria
A known and confirmed promiscuous woman who has performed sexual favours to several men for free ..., scrobo,Nigeria
Why are you bringing me trouble, see mi trouble,Nigeria
Acknowledging the receipt of a gift or bribe, see ya hand,Nigeria
Used to express one's irritation or impatience., sef,Nigeria
Happen. , sele,Nigeria
"Means ""to stay aside"" or ""to keep away from something or somewhere""", sempe,Nigeria
when somethings goes well according to plan, senge menge,Nigeria
Someone starts talking rubbish because they are under the influence of a high presence of food or..., senti,Nigeria
looking good, set,Nigeria
"A word that can be crudely defined as ""i think""", shabi,Nigeria
To be intoxicated or mesmerized by something., shack,Nigeria
to drink. especially alcohol., shak,Nigeria
This word means when someone is posing or showing off, shakara,Nigeria
A part of a cow\'s intestine. Used for making pepper soup., shaki,Nigeria
This a prostitute or a loose girl, shalam,Nigeria
1)Prostitute 2) Loose and random girl, shalams,Nigeria
being shya shy person, shame - shame,Nigeria
Twenty naira note, shandy,Nigeria
Forget about something , shari,Nigeria
Without delay., sharp sharp,Nigeria
smarten up, sharp up,Nigeria
"A variation of the pidgin English phrase ""Sharp sharp"" meaning to administer or perform quickly/ ...", sharply,Nigeria
Shut up, sharrap,Nigeria
1. Intoxicating drinks such as beerswhiskygin e.t.c 2. Shayo could also mean being drunk  , shayo,Nigeria
You agree? seeking approval., shebi,Nigeria
pronounce \'Shay-gay\' is a swear word  , shege,Nigeria
"An exclamation to show surprise,amazement.", sheh kpe,Nigeria
Any hot drink.  Or local gin that can be consumed., shekpe,Nigeria
means: To have sex with someone, shenging ,Nigeria
It is used when refering to a girl., shenkes,Nigeria
Right? Or is, shey,Nigeria
Having nothingit terms of material possession, shi shi,Nigeria
Move, shift,Nigeria
It literally means period., shikena,Nigeria
Shima means heart in tiv language, shima,Nigeria
casual sex, shine,Nigeria
Be on your guard or be careful , shine eye,Nigeria
1. GlamorousRadiant 2. Stunting, shine shine,Nigeria
1. Flashytrendy guy, shine shine bobo,Nigeria
be vigilant, shine ur eye,Nigeria
to observe things happening around u properly, shine your eye,Nigeria
show all 32 of your teeth.  to smile widely., shine yua 32,Nigeria
Absolutely NOTHING , shingbain,Nigeria
Meaning : I don\'t have a dime or am broke, shingban,Nigeria
Name for edible female termites/ant that are bigger than normal ones. Usually seen at night after..., shingke,Nigeria
1. Faeces, shit,Nigeria
When someone has something too big, shittor,Nigeria
an informal way of starting a statementindicating shocksurpriseamusement or fright., shiuo,Nigeria
Dry Gin, shnap,Nigeria
what, sho,Nigeria
Phrase used to describe a half-top usually worn by women, sho bele,Nigeria
A very attractive girl/woman, shodi,Nigeria
A dance style popularized by a Nigerian hip hop song whereby the dancers dip their hands low into..., shoki,Nigeria
EXCLAMATION WORD, shoo,Nigeria
to stab. also chuk, shook,Nigeria
come or meet up with someone, show,Nigeria
1. An indication of excitement or surprise. , shu,Nigeria
Ignore, shun,Nigeria
Exclamation to a surpriseSign of disgust, shuo o!,Nigeria
Means 'really?' with intention to mock, shuoooo,Nigeria
Silence, shuru,Nigeria
seriously? (surprised), shwo,Nigeria
to sit down, sidon,Nigeria
simple friend on eartha way of saying best friend, simfoe,Nigeria
another name for marijuana in Afikpo..., sk,Nigeria
"Skata or ""Scatter"" 

A word used to describe strong impact of a thingaction and or movement", skata,Nigeria
Being decieved, skelewu,Nigeria
brainmind , skeroo ,Nigeria
steal, sketch,Nigeria
Get out, sketout,Nigeria
To forget about something OR to describe an action, skink,Nigeria
Someone that is dirty and sometimes not up to standard. Most especially the females, skrep,Nigeria
Weed, skunk,Nigeria
To disappear , sky,Nigeria
Slow thinking person. , slacka,Nigeria
to trekto walk a long distance., slap,Nigeria
Kindergarten, smal skul,Nigeria
To do in a gentle manner , small small,Nigeria
sluggishlyvery dull, sme sme,Nigeria
until, so tey,Nigeria
ask Naira marly, soapy,Nigeria
From washing soda/sodium carbonat: locally made for domestic use and is generally white/pure with..., soda-soap,Nigeria
Go easy, sofri sofri,Nigeria
20 Naira, soja man,Nigeria
A soldier (usually used in southern nigeria), soji,Nigeria
Beans, solo,Nigeria
easy or take it easy, sorfri sorfri,Nigeria
sorry, sori,Nigeria
Dish, sos,Nigeria
Borrowed from Igbo meaning 'Only' but in pidgin it mean 'is that all'., soso,Nigeria
Hot slap in the face, sound you,Nigeria
fucking cunt idiot who needs a safe space, spensow bowton,Nigeria
Ashawo, splaro,Nigeria
Something amazingwonderfulsplendidIncredibleunique...etc, splufic,Nigeria
\'\'Adj.\'\' It simply means fantastic..., splufik,Nigeria
Dress up smartly. Looking flashy., spoot up,Nigeria
To shower guests dancing at a function such as a wedding with money., spray,Nigeria
When someone is showing off or over filling himself , spread ,Nigeria
it means sex, spunky,Nigeria
To dress in a very nice way, sput,Nigeria
to give or to pay up, square,Nigeria
1. To be frustrated , squeeze face,Nigeria
stuff, steez,Nigeria
A way of saying something is great, stew,Nigeria
To insult or mock mercilessly., stroke,Nigeria
stubborn , strong head,Nigeria
something bad, strong thing,Nigeria
Sewagewaste disposal system in residential areas, suckaway,Nigeria
Idiotslow person, suegbe,Nigeria
a foolish person who is rather slow at anything, sule,Nigeria
Sun glasses, sun shade,Nigeria
A guy who there is no doubt in anyones mind he is on the path to success or is already successful., sure boy,Nigeria
Very hot and spicy meat roasted on wooden skewers, suya,Nigeria
to be cool, swag,Nigeria
Candy, sweet,Nigeria
Gossip 1.(also see aproko) 2. (Ofofo) 3. (Amebo), tafia,Nigeria
a wordcommon among the Igbo peoplemeaning never or unaccepable, tah,Nigeria
To walk, take leg,Nigeria
Indirect manner. also see mago-mago, take style,Nigeria
speak the truth, talk true,Nigeria
Someone who talks too much, talkative,Nigeria
Standloitering, tanda,Nigeria
beatiful, tap,Nigeria
A meal made from cassava, tapioca,Nigeria
Stealing, tapping,Nigeria
baby, tata,Nigeria
1. nosy person, tatafo,Nigeria
a person esp. a female who likes to act like a prostitute around men, tatiana,Nigeria
Long time, tay,Nigeria
Abbrv. Till Day Break. Usually used when someone is studying for an exam all night, tdb,Nigeria
The word is used to describe something that has happened a while or long time ago , te te ,Nigeria
to be angry with someone , tear eye,Nigeria
To run at full force, tear race,Nigeria
Brand new car, tear rubber,Nigeria
Kick a hot shot during a football match, tear shot,Nigeria
To tell someone something that is not trueas a joke., tear-leg,Nigeria
be careful or stay out of my way, tek time,Nigeria
To flaunt or show off., televishun,Nigeria
Show off, television,Nigeria
This a slang used in secondary schools to refer to masturbation, teo,Nigeria
Picking on a person, tere,Nigeria
Private part, tewe,Nigeria
Taken a long time, tey,Nigeria
there is no hope of improvement for this place, this place no go better again,Nigeria
To Punch, throw blow,Nigeria
To punch or hit someone your fist, throway blow,Nigeria
Give a big shout out, throway salute,Nigeria
I hope you get struck by lightening  Pronounced: Tondah Fah-ya you , thunder fire you,Nigeria
Thiefe, tief,Nigeria
It mean when someone is very funny., tifet,Nigeria
Noun: thief, tiff,Nigeria
to be good at something, tight,Nigeria
its a word how you use to call your girl who you like love, tile,Nigeria
Time is precious, time na money,Nigeria
An abbreviation or acronym of the names Taiwo and Kenny (names given to twins), tk,Nigeria
to use abusive words in a conversation , to smell mouth,Nigeria
To woo a girlgive her some player lyrics, toast,Nigeria
"a curse word of igbo origin used to reject something from happening or simply ""God forbid""", tofia,Nigeria
1. Second hand (used), tokumbo,Nigeria
faily used or second handed stuff, tokunbo,Nigeria
1.Turkey. 2. Show off, tolotolo,Nigeria
someone who is too forward. someone who behaves like he/she knows everything. , too know,Nigeria
"use to say ,when one is please with a job done by someone eles.use to complement someone ", too much,Nigeria
go away, toospero,Nigeria
Storynewsdiscuss, tori,Nigeria
Conclusion to a statement, torko,Nigeria
fake educational degree, toronto,Nigeria
Stupid, torront,Nigeria
This situation has turned ugly, tory don wowo,Nigeria
This is popularly know as the mail penis but is interchangeable with the female vagina   , toto,Nigeria
Used to describe a guy always wanting to sex a girl no matter the looksage or finese., toto-brusher,Nigeria
"To tickle,titillate or excite.", totori.,Nigeria
area boyagbero. basically rowdy guys on the street, tout,Nigeria
local traditional clothing, trad,Nigeria
This refers to the use of indicator lights in your car to show what direction you intend to turn., trafficate,Nigeria
crushing on girl or boy, trip,Nigeria
to dipsose of something/ toss something, tro-way,Nigeria
I swear, true to god,Nigeria
An informal greeting for a respected personality., tuale,Nigeria
God Forbid, tuffia,Nigeria
Big rounded belly. Bier belly, tum-tum belle,Nigeria
To hit something very hard, tumba,Nigeria
somersaultroll over, tumble,Nigeria
Cup or mug made out of glass, tumbler,Nigeria
to summersault, tumbulu,Nigeria
to woo a girl. see: toast, tune,Nigeria
To be successful financially and to be famous, turn up,Nigeria
a term used to describe luxury and affluence or used to show that a subject is of a higher class., tush,Nigeria
I salute or hail you or well done.  It is used as an expression to cheer someone on or as a form ..., twale,Nigeria
Cheap, two for 10 kobo,Nigeria
Use to emphasize if someone is possesed or charmed, u chop witch,Nigeria
u are asking if the person is crazy, u dey craze,Nigeria
I love you, u dey jollof my heart,Nigeria
am leav'n facebook 2 plan 4 my lyf en focus on my futurei will be back after 5 minutes:-)Dero ..., u dey xul,Nigeria
This is a insult that someone who is behaving anyhow., u no get sense,Nigeria
University of Ibadan. first University in Nigeria, u.i,Nigeria
Brighter fit, uche,Nigeria
Means peace. A response when some one ask you what's up or what is happening? You mean there is p..., udo,Nigeria
see kpekus, ukpa,Nigeria
very gud fud, umee,Nigeria
means you guys, una,Nigeria
adj. unshakeableunbeatableunstoppable. Etymological Note: English un– 'not' + Dholuo bwogo 't..., unbwogable,Nigeria
Something secretive, under g runs,Nigeria
Because(for the REASON that), under-say,Nigeria
University of Benin, uniben,Nigeria
University of Lagos, unilag,Nigeria
University of port-harcourt, uniport,Nigeria
Straight to business/cut to the chase, unto the matter,Nigeria
An expression used to praise Nepa when power is restored. See Nepa, up nepa,Nigeria
One story building, up stair,Nigeria
means: added to the fact that, upon say,Nigeria
Make hasty retreat or dissapear, vamoosh,Nigeria
To vexget angry, veks,Nigeria
Location of a party, venue,Nigeria
"A word used in a conversation or rather upsetting,angry dispute during an argument between people...", vex,Nigeria
Storm off in anger, vex comot,Nigeria
Someone getting annoyed, vexation,Nigeria
One\'s village, vila,Nigeria
Someone who hail from a villageor is unsophisticated and local, village person,Nigeria
When an item or person is no where to foundlike it reaching a point of no possible return or re..., voicemail,Nigeria
To Eat food, wack,Nigeria
Foodsheavy FoodsAfican Foods, wackies,Nigeria
pidgin englise, wafi,Nigeria
Wahala generally means problem or trouble., wahala,Nigeria
to eat your food with a lot vigor, wak,Nigeria
walk away, waka,Nigeria
an insult/curse towards you and loved ones. mainly used in violent altercations , waka jam,Nigeria
Dis means \'ashewo\'  which means prostitue, waka waka,Nigeria
Usually followed by the five-finger-saluteit is a curse or swear word , waka!,Nigeria
one who enjoys walking around or walking around aimlessly , wakabout,Nigeria
1. I swear to God 2. Believe me, walahi,Nigeria
"meaning ""to do"" or want to", wan,Nigeria
Policeman, wangara,Nigeria
locally made cheese, wara,Nigeria
"A condensed form of ""What is this?"" Used to describe surprise and disappointment. ", warridis,Nigeria
whatsapp, wasapp,Nigeria
Using or celebrating a newly acquired good for the first time., wash,Nigeria
A generally accepted style of greetingpopular with the youthful folk. It is also a basic conver..., wassuputunu,Nigeria
the water is more than the gariso you can not eat it! Is used to refer to a situation gone bad., watar don pass gari,Nigeria
security guard, watch night,Nigeria
plastic bags., water proof,Nigeria
When something is so interesting and suprisingand you want to respond but wow is too mainstream..., wawu,Nigeria
seriously wanting or needing food or such feeling. having a strong wish or desire., waya,Nigeria
Trickery and deception, wayo,Nigeria
A curse word. Extremely wide nostrils., waziri nose,Nigeria
A slang meaning an positiveunchangingfirm resolution about one's stand., we die here,Nigeria
We will meet , we go collide,Nigeria
indian hemp, weewi,Nigeria
"Properly,totally or completely.", well well,Nigeria
Well, wella,Nigeria
a word to emphasize how good something is, welu welu,Nigeria
when, wen,Nigeria
from Yoruba. madcrazyto act irrational, werey,Nigeria
Western union. An international money transfer company, western baba,Nigeria
what is, wetin,Nigeria
wetin dey literally means whats up?, wetin dey,Nigeria
This is a question of Yoruba origin and it means how are you or what is going depending on how it..., wetin dey sele,Nigeria
1. What's up?, wetin dey sup?,Nigeria
what\'s up?how\'s it going?, wetin dey?,Nigeria
What's the problem with you?, wetin do you,Nigeria
where is, wey,Nigeria
Wey also means that, wey means that,Nigeria
question , weytin,Nigeria
what kind of nonsense?, which kind nonsense,Nigeria
What's goin on? hw re you doing?, which levels?,Nigeria
a bad person, whinch,Nigeria
bad- luck, whinzy,Nigeria
Evil man, whnich man,Nigeria
Who is rich is rich, who don blow don blow,Nigeria
who are you?, who you be?,Nigeria
neverimpossible, whosai,Nigeria
It\'s a popular card game , whot,Nigeria
Used to describe a situation whereby another person tries to expose you or antagonize you., why you dey fall my hand?,Nigeria
easing and contemptuous language or behavior directed at a particular person or thing, whyne ,Nigeria
Wida is a south south slang meaning Whats Up, wida,Nigeria
witch. a person who does juju or black magic, winch,Nigeria
Witches, winchi winchi,Nigeria
To tease or pull ones legs., wind,Nigeria
A witch, winsch,Nigeria
Generally refers to a bad persona witch, winsh,Nigeria
to transfer something e.g money, wire me,Nigeria
Food bought in a bukka that does not have any meat in it., without,Nigeria
a witch or wizard, wizzo,Nigeria
Used to define female hustlers or female version of Agbero , wobe,Nigeria
wowo + Ugly = Woggly, woggly,Nigeria
When a man is easily controlled by a woman, woman lappa,Nigeria
This is a man who follows women everywhere and will do anything for sexual relations., woman wrapper,Nigeria
means They don't know or newbies, won da mo,Nigeria
Wonderful, wonderfullous,Nigeria
ugly, wor-wor,Nigeria
Wrong or cause pain, worry,Nigeria
Ugly or bad looking person, worwor,Nigeria
"A ghetto word for ""slap""", wose,Nigeria
Uglygone wrong, wowo,Nigeria
to slap, woz,Nigeria
To hit or to eat, woze,Nigeria
1. To beat up. 2. Used to describe a very effective punch or slap., woze (alt. spelling whoze),Nigeria
Who has not gone their will not know what happening their, wu kno go kno go kno!,Nigeria
A group of people, wuna,Nigeria
To get hurt or to hurt someone see: wound, wund,Nigeria
To wound or injure other or one\'s self, wunjure,Nigeria
Not Straightforward, wuru wuru,Nigeria
examination or homework malpractice of copying someone's work, xerox,Nigeria
the behaviortraittendency or characteristic feature of a person who withdraws from an agreeme..., y-factor,Nigeria
Your, ya,Nigeria
To make fun of someonediss., yab,Nigeria
If someone asks you if you’ve been to Yaba left or you plan to go therethe person is actually t..., yaba left,Nigeria
Joke at another person\'s expense, yabbis,Nigeria
In abundance., yafunyafun,Nigeria
guys that use yahoo for fraud. they send you emails on your yahoo to send them some money or give..., yahoo boys,Nigeria
Frauds on the internet (yahoozee), yahoo yahoo,Nigeria
 Dance steps formed by a Nigerian artist known as Olu Maintain, yahozee,Nigeria
Heavily , yakata,Nigeria
Plenty or in abundance, yakpa,Nigeria
Usually used to refer to a person who misuses opportunities regularly., yakubu,Nigeria
It is used when refering to someone a s a failure, yakubuu,Nigeria
This word is used to describe something that is ddisgusting and probably sticky., yama yama,Nigeria
To talk or communicate, yan,Nigeria
to poseshow off, yanga,Nigeria
A lot, yangan yangan,Nigeria
United States of America, yankee,Nigeria
Ass or buttocks , yansh,Nigeria
Homosexual., yanshman.,Nigeria
a person who abandons his people/post/duty and is silent for a long period of time...also used as..., yaradua,Nigeria
Bottom, yarnsh,Nigeria
Gay guy., yashman,Nigeria
problemget into trouble usually with the law or someone closely related., yawa,Nigeria
Things have exploded into Trouble!, yawa don gas,Nigeria
There will be problem, yawa go gas,Nigeria
Yikes!, ye pa,Nigeria
e.g u tu dey yeyemeans you 're very naughty , ye-ye,Nigeria
Exclamationusually negative, yeee,Nigeria
The name of the winner of the 1st ever edition of Nigerian idols. YEKA ONKA, yeka,Nigeria
a group of policemen/traffic wardenswho used to conduct traffic in the 1990s and earlier. Nowad..., yellow fever,Nigeria
Albino or very light skinned man. , yellow man,Nigeria
bad/spoil, yeye,Nigeria
Useless and senseless:Of a person or a thing. , yeye:,Nigeria
An awkward movement of the lips towards the nose acknowledging that someone is jonzing. , yi mu,Nigeria
Origin:Yoruba. (verb) To push one's lips as if pointing at someone with it in mockery., yimu,Nigeria
To runor walk in a haste. 'Yon' is mimic from the word 'run'. Yon is the way a typical calabar/..., yon,Nigeria
far away or rather yonder, yonda,Nigeria
sweetnessa good feeling about someone or something, yori yori,Nigeria
A tribe in Nigeria, yoruba,Nigeria
